participant,vis,rdirection,sign,visandsign,rbase,approach,jnd
hsytc8l1,ordered_line,negative,-1,ordered_linenegative,0.4,below,0.196666667
hsytc8l1,ordered_line,negative,-1,ordered_linenegative,0.4,above,0.145
hsytc8l1,ordered_line,negative,-1,ordered_linenegative,0.7,below,0.111666667
hrineceq,scatterplot,positive,1,scatterplotpositive,0.3,below,0.145
hrineceq,scatterplot,positive,1,scatterplotpositive,0.6,above,0.095
hrineceq,scatterplot,positive,1,scatterplotpositive,0.6,below,0.073333333
hrineceq,scatterplot,positive,1,scatterplotpositive,0.3,above,0.135
hrjcfxzd,scatterplot,positive,1,scatterplotpositive,0.8,above,0.038333333
hrjcfxzd,scatterplot,positive,1,scatterplotpositive,0.4,below,0.098333333
hrjcfxzd,scatterplot,positive,1,scatterplotpositive,0.4,above,0.083333333
hrjcfxzd,scatterplot,positive,1,scatterplotpositive,0.8,below,0.030416667
hsy30q1f,ordered_line,positive,1,ordered_linepositive,0.5,below,0.136666667
hsy30q1f,ordered_line,positive,1,ordered_linepositive,0.8,above,0.0375
hsy30q1f,ordered_line,positive,1,ordered_linepositive,0.5,above,0.095
hsy30q1f,ordered_line,positive,1,ordered_linepositive,0.8,below,0.058333333
hskwm0zy,donut,positive,1,donutpositive,0.3,above,0.640416667
hskwm0zy,donut,positive,1,donutpositive,0.6,above,0.384166667
hskwm0zy,donut,positive,1,donutpositive,0.3,below,0.461666667
hskwm0zy,donut,positive,1,donutpositive,0.6,below,0.125
hsz12rrd,ordered_line,negative,-1,ordered_linenegative,0.8,below,0.215
hsz12rrd,ordered_line,negative,-1,ordered_linenegative,0.5,above,0.168333333
hsz12rrd,ordered_line,negative,-1,ordered_linenegative,0.8,above,0.061666667
hsz12rrd,ordered_line,negative,-1,ordered_linenegative,0.5,below,0.195
hskqlp46,donut,negative,-1,donutnegative,0.7,below,0.488333333
hskqlp46,donut,negative,-1,donutnegative,0.4,above,0.526666667
hskqlp46,donut,negative,-1,donutnegative,0.7,above,0.282083333
hskqlp46,donut,negative,-1,donutnegative,0.4,below,0.72
hs1tn48h,line,positive,1,linepositive,0.5,above,0.241666667
hs1tn48h,line,positive,1,linepositive,0.8,above,0.093333333
hs1tn48h,line,positive,1,linepositive,0.5,below,0.366666667
hs1tn48h,line,positive,1,linepositive,0.8,below,0.273333333
hsjj6ylc,radar,positive,1,radarpositive,0.7,below,0.645
hsjj6ylc,radar,positive,1,radarpositive,0.7,above,0.195
hsjj6ylc,radar,positive,1,radarpositive,0.4,above,0.145
hsjj6ylc,radar,positive,1,radarpositive,0.4,below,0.386666667
hrjr4b6w,scatterplot,negative,-1,scatterplotnegative,0.3,above,0.245
hrjr4b6w,scatterplot,negative,-1,scatterplotnegative,0.6,above,0.165
hrjr4b6w,scatterplot,negative,-1,scatterplotnegative,0.6,below,0.1
hrjr4b6w,scatterplot,negative,-1,scatterplotnegative,0.3,below,0.048333333
hskk7lns,radar,negative,-1,radarnegative,0.5,above,0.376666667
hskk7lns,radar,negative,-1,radarnegative,0.8,below,0.43
hskk7lns,radar,negative,-1,radarnegative,0.5,below,0.526666667
hskk7lns,radar,negative,-1,radarnegative,0.8,above,0.187916667
hskr16uf,donut,negative,-1,donutnegative,0.4,above,0.048333333
hskr16uf,donut,negative,-1,donutnegative,0.4,below,0.086666667
hskr16uf,donut,negative,-1,donutnegative,0.7,above,0.045
hskr16uf,donut,negative,-1,donutnegative,0.7,below,0.063333333
hs7q1qkc,stackedline,negative,-1,stackedlinenegative,0.4,above,0.53125
hs7q1qkc,stackedline,negative,-1,stackedlinenegative,0.4,below,0.335
hs7q1qkc,stackedline,negative,-1,stackedlinenegative,0.7,below,0.078333333
hs7q1qkc,stackedline,negative,-1,stackedlinenegative,0.7,above,0.113333333
hsjaswlj,stackedarea,positive,1,stackedareapositive,0.7,above,0.281666667
hsjaswlj,stackedarea,positive,1,stackedareapositive,0.7,below,0.573333333
hsjaswlj,stackedarea,positive,1,stackedareapositive,0.4,above,0.485
hsjaswlj,stackedarea,positive,1,stackedareapositive,0.4,below,0.391666667
hsxt6ucb,ordered_line,positive,1,ordered_linepositive,0.6,above,0.24
hsxt6ucb,ordered_line,positive,1,ordered_linepositive,0.3,below,0.366666667
hsxt6ucb,ordered_line,positive,1,ordered_linepositive,0.6,below,0.448333333
hsxt6ucb,ordered_line,positive,1,ordered_linepositive,0.3,above,0.24
hsyx1qkp,ordered_line,negative,-1,ordered_linenegative,0.8,above,0.040833333
hsyx1qkp,ordered_line,negative,-1,ordered_linenegative,0.5,below,0.103333333
hsyx1qkp,ordered_line,negative,-1,ordered_linenegative,0.5,above,0.076666667
hsyx1qkp,ordered_line,negative,-1,ordered_linenegative,0.8,below,0.036666667
hskmyy1y,donut,negative,-1,donutnegative,0.3,above,0.285
hskmyy1y,donut,negative,-1,donutnegative,0.6,above,0.098333333
hskmyy1y,donut,negative,-1,donutnegative,0.6,below,0.156666667
hskmyy1y,donut,negative,-1,donutnegative,0.3,below,0.225
hsxv4o4z,ordered_line,positive,1,ordered_linepositive,0.7,below,0.51
hsxv4o4z,ordered_line,positive,1,ordered_linepositive,0.4,below,0.445
hsxv4o4z,ordered_line,positive,1,ordered_linepositive,0.7,above,0.16
hsxv4o4z,ordered_line,positive,1,ordered_linepositive,0.4,above,0.25
hsj329sw,stackedline,positive,1,stackedlinepositive,0.8,above,0.18125
hsj329sw,stackedline,positive,1,stackedlinepositive,0.8,below,0.315
hsj329sw,stackedline,positive,1,stackedlinepositive,0.5,below,0.47
hsj329sw,stackedline,positive,1,stackedlinepositive,0.5,above,0.472083333
hrp9vc8v,parallelCoordinates,positive,1,parallelCoordinatespositive,0.6,below,0.186666667
hrp9vc8v,parallelCoordinates,positive,1,parallelCoordinatespositive,0.6,above,0.173333333
hrp9vc8v,parallelCoordinates,positive,1,parallelCoordinatespositive,0.3,above,0.11
hrp9vc8v,parallelCoordinates,positive,1,parallelCoordinatespositive,0.3,below,0.225
hrjv9urt,scatterplot,negative,-1,scatterplotnegative,0.3,above,0.17
hrjv9urt,scatterplot,negative,-1,scatterplotnegative,0.6,below,0.105
hrjv9urt,scatterplot,negative,-1,scatterplotnegative,0.6,above,0.071666667
hrjv9urt,scatterplot,negative,-1,scatterplotnegative,0.3,below,0.253333333
hsyq06rm,ordered_line,negative,-1,ordered_linenegative,0.3,above,0.445
hsyq06rm,ordered_line,negative,-1,ordered_linenegative,0.3,below,0.548333333
hsyq06rm,ordered_line,negative,-1,ordered_linenegative,0.6,below,0.255
hsyq06rm,ordered_line,negative,-1,ordered_linenegative,0.6,above,0.211666667
hs7ojmzn,stackedline,negative,-1,stackedlinenegative,0.3,above,0.14
hs7ojmzn,stackedline,negative,-1,stackedlinenegative,0.3,below,0.2
hs7ojmzn,stackedline,negative,-1,stackedlinenegative,0.6,above,0.101666667
hs7ojmzn,stackedline,negative,-1,stackedlinenegative,0.6,below,0.121666667
hsypanb4,ordered_line,negative,-1,ordered_linenegative,0.3,above,0.21
hsypanb4,ordered_line,negative,-1,ordered_linenegative,0.6,above,0.155
hsypanb4,ordered_line,negative,-1,ordered_linenegative,0.6,below,0.14
hsypanb4,ordered_line,negative,-1,ordered_linenegative,0.3,below,0.136666667
hsxyojzi,ordered_line,positive,1,ordered_linepositive,0.5,below,0.29
hsxyojzi,ordered_line,positive,1,ordered_linepositive,0.8,above,0.065
hsxyojzi,ordered_line,positive,1,ordered_linepositive,0.8,below,0.042916667
hsxyojzi,ordered_line,positive,1,ordered_linepositive,0.5,above,0.136666667
hs7qxjb8,stackedline,negative,-1,stackedlinenegative,0.4,below,0.095
hs7qxjb8,stackedline,negative,-1,stackedlinenegative,0.7,below,0.048333333
hs7qxjb8,stackedline,negative,-1,stackedlinenegative,0.7,above,0.068333333
hs7qxjb8,stackedline,negative,-1,stackedlinenegative,0.4,above,0.098333333
hscd6y28,line,negative,-1,linenegative,0.7,above,0.281666667
hscd6y28,line,negative,-1,linenegative,0.7,below,0.488333333
hscd6y28,line,negative,-1,linenegative,0.4,below,0.46
hscd6y28,line,negative,-1,linenegative,0.4,above,0.331666667
hrpgndi3,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,above,0.095
hrpgndi3,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,below,0.126666667
hrpgndi3,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,above,0.178333333
hrpgndi3,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,below,0.213333333
hs5cqhyj,stackedbar,positive,1,stackedbarpositive,0.5,above,0.427916667
hs5cqhyj,stackedbar,positive,1,stackedbarpositive,0.8,above,0.187916667
hs5cqhyj,stackedbar,positive,1,stackedbarpositive,0.5,below,0.54
hs5cqhyj,stackedbar,positive,1,stackedbarpositive,0.8,below,0.543333333
hscdhldv,line,negative,-1,linenegative,0.4,above,0.58
hscdhldv,line,negative,-1,linenegative,0.7,above,0.2675
hscdhldv,line,negative,-1,linenegative,0.4,below,0.298333333
hscdhldv,line,negative,-1,linenegative,0.7,below,0.106666667
hskeuegn,radar,negative,-1,radarnegative,0.7,below,0.753333333
hskeuegn,radar,negative,-1,radarnegative,0.4,below,0.416666667
hskeuegn,radar,negative,-1,radarnegative,0.7,above,0.28875
hskeuegn,radar,negative,-1,radarnegative,0.4,above,0.396666667
hsc9pm4g,line,negative,-1,linenegative,0.3,below,0.505
hsc9pm4g,line,negative,-1,linenegative,0.3,above,0.660416667
hsc9pm4g,line,negative,-1,linenegative,0.6,above,0.205
hsc9pm4g,line,negative,-1,linenegative,0.6,below,0.178333333
hsc9my6t,line,negative,-1,linenegative,0.6,below,0.328333333
hsc9my6t,line,negative,-1,linenegative,0.3,above,0.61125
hsc9my6t,line,negative,-1,linenegative,0.3,below,0.468333333
hsc9my6t,line,negative,-1,linenegative,0.6,above,0.380833333
hsktlnmb,donut,negative,-1,donutnegative,0.8,below,0.18
hsktlnmb,donut,negative,-1,donutnegative,0.8,above,0.118333333
hsktlnmb,donut,negative,-1,donutnegative,0.5,above,0.156666667
hsktlnmb,donut,negative,-1,donutnegative,0.5,below,0.231666667
hs1sutlh,line,positive,1,linepositive,0.8,below,0.091666667
hs1sutlh,line,positive,1,linepositive,0.5,above,0.338333333
hs1sutlh,line,positive,1,linepositive,0.5,below,0.136666667
hs1sutlh,line,positive,1,linepositive,0.8,above,0.149583333
hs1ug56m,line,positive,1,linepositive,0.8,below,0.305
hs1ug56m,line,positive,1,linepositive,0.8,above,0.128333333
hs1ug56m,line,positive,1,linepositive,0.5,below,0.438333333
hs1ug56m,line,positive,1,linepositive,0.5,above,0.33
hsktplbd,donut,negative,-1,donutnegative,0.8,below,0.135
hsktplbd,donut,negative,-1,donutnegative,0.5,below,0.465
hsktplbd,donut,negative,-1,donutnegative,0.5,above,0.158333333
hsktplbd,donut,negative,-1,donutnegative,0.8,above,0.135
hsj9rzdi,stackedarea,positive,1,stackedareapositive,0.4,above,0.253333333
hsj9rzdi,stackedarea,positive,1,stackedareapositive,0.4,below,0.3
hsj9rzdi,stackedarea,positive,1,stackedareapositive,0.7,above,0.27125
hsj9rzdi,stackedarea,positive,1,stackedareapositive,0.7,below,0.185
hskf3tb0,radar,negative,-1,radarnegative,0.4,below,0.143333333
hskf3tb0,radar,negative,-1,radarnegative,0.7,above,0.290416667
hskf3tb0,radar,negative,-1,radarnegative,0.4,above,0.459583333
hskf3tb0,radar,negative,-1,radarnegative,0.7,below,0.691666667
hsi73cwb,stackedline,positive,1,stackedlinepositive,0.4,below,0.633333333
hsi73cwb,stackedline,positive,1,stackedlinepositive,0.7,below,0.383333333
hsi73cwb,stackedline,positive,1,stackedlinepositive,0.7,above,0.275416667
hsi73cwb,stackedline,positive,1,stackedlinepositive,0.4,above,0.573333333
hs7pkapg,stackedline,negative,-1,stackedlinenegative,0.7,below,0.091666667
hs7pkapg,stackedline,negative,-1,stackedlinenegative,0.4,above,0.106666667
hs7pkapg,stackedline,negative,-1,stackedlinenegative,0.7,above,0.128333333
hs7pkapg,stackedline,negative,-1,stackedlinenegative,0.4,below,0.308333333
hsxt9ybv,ordered_line,positive,1,ordered_linepositive,0.3,below,0.245
hsxt9ybv,ordered_line,positive,1,ordered_linepositive,0.3,above,0.345
hsxt9ybv,ordered_line,positive,1,ordered_linepositive,0.6,above,0.181666667
hsxt9ybv,ordered_line,positive,1,ordered_linepositive,0.6,below,0.123333333
hsj6kdya,stackedarea,positive,1,stackedareapositive,0.3,below,0.4
hsj6kdya,stackedarea,positive,1,stackedareapositive,0.6,above,0.325
hsj6kdya,stackedarea,positive,1,stackedareapositive,0.6,below,0.285
hsj6kdya,stackedarea,positive,1,stackedareapositive,0.3,above,0.248333333
hsl1ocro,donut,positive,1,donutpositive,0.5,below,0.245
hsl1ocro,donut,positive,1,donutpositive,0.8,below,0.478333333
hsl1ocro,donut,positive,1,donutpositive,0.5,above,0.491666667
hsl1ocro,donut,positive,1,donutpositive,0.8,above,0.189166667
hrsk6gcz,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.4,above,0.2
hrsk6gcz,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.7,below,0.058333333
hrsk6gcz,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.4,below,0.183333333
hrsk6gcz,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.7,above,0.096666667
hschlxb7,line,negative,-1,linenegative,0.8,above,0.178333333
hschlxb7,line,negative,-1,linenegative,0.5,below,0.168333333
hschlxb7,line,negative,-1,linenegative,0.8,below,0.353333333
hschlxb7,line,negative,-1,linenegative,0.5,above,0.345
hs1x4v07,line,positive,1,linepositive,0.7,below,0.27
hs1x4v07,line,positive,1,linepositive,0.4,below,0.323333333
hs1x4v07,line,positive,1,linepositive,0.4,above,0.271666667
hs1x4v07,line,positive,1,linepositive,0.7,above,0.12
hs7plytu,stackedline,negative,-1,stackedlinenegative,0.7,below,0.145
hs7plytu,stackedline,negative,-1,stackedlinenegative,0.4,above,0.081666667
hs7plytu,stackedline,negative,-1,stackedlinenegative,0.7,above,0.076666667
hs7plytu,stackedline,negative,-1,stackedlinenegative,0.4,below,0.133333333
hrjjaskq,scatterplot,negative,-1,scatterplotnegative,0.8,below,0.027083333
hrjjaskq,scatterplot,negative,-1,scatterplotnegative,0.4,above,0.115
hrjjaskq,scatterplot,negative,-1,scatterplotnegative,0.4,below,0.12
hrjjaskq,scatterplot,negative,-1,scatterplotnegative,0.8,above,0.058333333
hscdj5b8,line,negative,-1,linenegative,0.4,above,0.465
hscdj5b8,line,negative,-1,linenegative,0.7,below,0.568333333
hscdj5b8,line,negative,-1,linenegative,0.4,below,0.533333333
hscdj5b8,line,negative,-1,linenegative,0.7,above,0.273333333
hsxyyi0r,ordered_line,positive,1,ordered_linepositive,0.8,below,0.038333333
hsxyyi0r,ordered_line,positive,1,ordered_linepositive,0.5,above,0.101666667
hsxyyi0r,ordered_line,positive,1,ordered_linepositive,0.5,below,0.086666667
hsxyyi0r,ordered_line,positive,1,ordered_linepositive,0.8,above,0.068333333
hsjk3foe,radar,positive,1,radarpositive,0.8,below,0.108333333
hsjk3foe,radar,positive,1,radarpositive,0.5,below,0.233333333
hsjk3foe,radar,positive,1,radarpositive,0.5,above,0.356666667
hsjk3foe,radar,positive,1,radarpositive,0.8,above,0.111666667
hsjh8gao,radar,positive,1,radarpositive,0.4,below,0.49
hsjh8gao,radar,positive,1,radarpositive,0.7,above,0.17
hsjh8gao,radar,positive,1,radarpositive,0.4,above,0.22
hsjh8gao,radar,positive,1,radarpositive,0.7,below,0.111666667
hsc9wfa2,line,negative,-1,linenegative,0.3,above,0.373333333
hsc9wfa2,line,negative,-1,linenegative,0.6,above,0.394166667
hsc9wfa2,line,negative,-1,linenegative,0.3,below,0.476666667
hsc9wfa2,line,negative,-1,linenegative,0.6,below,0.453333333
hsyx22k5,ordered_line,negative,-1,ordered_linenegative,0.8,above,0.128333333
hsyx22k5,ordered_line,negative,-1,ordered_linenegative,0.5,below,0.215
hsyx22k5,ordered_line,negative,-1,ordered_linenegative,0.8,below,0.221666667
hsyx22k5,ordered_line,negative,-1,ordered_linenegative,0.5,above,0.171666667
hs7oixhl,stackedline,negative,-1,stackedlinenegative,0.3,below,0.526666667
hs7oixhl,stackedline,negative,-1,stackedlinenegative,0.6,above,0.225
hs7oixhl,stackedline,negative,-1,stackedlinenegative,0.3,above,0.193333333
hs7oixhl,stackedline,negative,-1,stackedlinenegative,0.6,below,0.143333333
hsyrow6y,ordered_line,negative,-1,ordered_linenegative,0.3,above,0.091666667
hsyrow6y,ordered_line,negative,-1,ordered_linenegative,0.6,above,0.216666667
hsyrow6y,ordered_line,negative,-1,ordered_linenegative,0.3,below,0.276666667
hsyrow6y,ordered_line,negative,-1,ordered_linenegative,0.6,below,0.195
hs5f3cwr,stackedbar,negative,-1,stackedbarnegative,0.6,below,0.535
hs5f3cwr,stackedbar,negative,-1,stackedbarnegative,0.6,above,0.273333333
hs5f3cwr,stackedbar,negative,-1,stackedbarnegative,0.3,below,0.205
hs5f3cwr,stackedbar,negative,-1,stackedbarnegative,0.3,above,0.17
hsb8bnlj,scatterplot,negative,-1,scatterplotnegative,0.7,below,0.03125
hsb8bnlj,scatterplot,negative,-1,scatterplotnegative,0.5,below,0.065
hsb8bnlj,scatterplot,negative,-1,scatterplotnegative,0.7,above,0.048333333
hsb8bnlj,scatterplot,negative,-1,scatterplotnegative,0.5,above,0.068333333
hs7sy3t8,stackedline,negative,-1,stackedlinenegative,0.4,below,0.396666667
hs7sy3t8,stackedline,negative,-1,stackedlinenegative,0.7,below,0.146666667
hs7sy3t8,stackedline,negative,-1,stackedlinenegative,0.7,above,0.06
hs7sy3t8,stackedline,negative,-1,stackedlinenegative,0.4,above,0.135
hs4whdl8,stackedbar,positive,1,stackedbarpositive,0.3,above,0.296666667
hs4whdl8,stackedbar,positive,1,stackedbarpositive,0.3,below,0.336666667
hs4whdl8,stackedbar,positive,1,stackedbarpositive,0.6,below,0.488333333
hs4whdl8,stackedbar,positive,1,stackedbarpositive,0.6,above,0.357083333
hskf7xjv,radar,negative,-1,radarnegative,0.7,above,0.290833333
hskf7xjv,radar,negative,-1,radarnegative,0.4,above,0.518333333
hskf7xjv,radar,negative,-1,radarnegative,0.4,below,0.4
hskf7xjv,radar,negative,-1,radarnegative,0.7,below,0.475
hskvlez9,donut,positive,1,donutpositive,0.6,below,0.28
hskvlez9,donut,positive,1,donutpositive,0.3,above,0.325
hskvlez9,donut,positive,1,donutpositive,0.6,above,0.38125
hskvlez9,donut,positive,1,donutpositive,0.3,below,0.121666667
hrji0o8c,scatterplot,negative,-1,scatterplotnegative,0.8,above,0.048333333
hrji0o8c,scatterplot,negative,-1,scatterplotnegative,0.4,above,0.115
hrji0o8c,scatterplot,negative,-1,scatterplotnegative,0.8,below,0.050833333
hrji0o8c,scatterplot,negative,-1,scatterplotnegative,0.4,below,0.16
hscccqsl,line,negative,-1,linenegative,0.6,below,0.566666667
hscccqsl,line,negative,-1,linenegative,0.3,below,0.443333333
hscccqsl,line,negative,-1,linenegative,0.6,above,0.384166667
hscccqsl,line,negative,-1,linenegative,0.3,above,0.445
hs6gjgnk,stackedbar,negative,-1,stackedbarnegative,0.5,above,0.045
hs6gjgnk,stackedbar,negative,-1,stackedbarnegative,0.8,above,0.086666667
hs6gjgnk,stackedbar,negative,-1,stackedbarnegative,0.5,below,0.126666667
hs6gjgnk,stackedbar,negative,-1,stackedbarnegative,0.8,below,0.088333333
hsl2ovm9,donut,positive,1,donutpositive,0.5,below,0.451666667
hsl2ovm9,donut,positive,1,donutpositive,0.8,above,0.192083333
hsl2ovm9,donut,positive,1,donutpositive,0.5,above,0.487916667
hsl2ovm9,donut,positive,1,donutpositive,0.8,below,0.408333333
hsjjewk2,radar,positive,1,radarpositive,0.5,below,0.435
hsjjewk2,radar,positive,1,radarpositive,0.5,above,0.178333333
hsjjewk2,radar,positive,1,radarpositive,0.8,below,0.5
hsjjewk2,radar,positive,1,radarpositive,0.8,above,0.101666667
hrqf4g68,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.6,below,0.081666667
hrqf4g68,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.3,above,0.171666667
hrqf4g68,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.3,below,0.12
hrqf4g68,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.6,above,0.05
hsj9zzoe,stackedarea,positive,1,stackedareapositive,0.7,below,0.481666667
hsj9zzoe,stackedarea,positive,1,stackedareapositive,0.7,above,0.279166667
hsj9zzoe,stackedarea,positive,1,stackedareapositive,0.4,above,0.353333333
hsj9zzoe,stackedarea,positive,1,stackedareapositive,0.4,below,0.706666667
hrjmd9te,scatterplot,negative,-1,scatterplotnegative,0.8,below,0.02375
hrjmd9te,scatterplot,negative,-1,scatterplotnegative,0.4,above,0.049166667
hrjmd9te,scatterplot,negative,-1,scatterplotnegative,0.4,below,0.136666667
hrjmd9te,scatterplot,negative,-1,scatterplotnegative,0.8,above,0.031666667
hrpgos47,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,below,0.485
hrpgos47,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,below,0.356666667
hrpgos47,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,above,0.345
hrpgos47,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,above,0.121666667
hrse69iv,parallelCoordinates,positive,1,parallelCoordinatespositive,0.4,below,0.211666667
hrse69iv,parallelCoordinates,positive,1,parallelCoordinatespositive,0.4,above,0.298333333
hrse69iv,parallelCoordinates,positive,1,parallelCoordinatespositive,0.7,below,0.21
hrse69iv,parallelCoordinates,positive,1,parallelCoordinatespositive,0.7,above,0.171666667
hsyp0g5n,ordered_line,negative,-1,ordered_linenegative,0.6,below,0.191666667
hsyp0g5n,ordered_line,negative,-1,ordered_linenegative,0.3,above,0.308333333
hsyp0g5n,ordered_line,negative,-1,ordered_linenegative,0.3,below,0.811666667
hsyp0g5n,ordered_line,negative,-1,ordered_linenegative,0.6,above,0.08
hsi3rkdv,stackedline,positive,1,stackedlinepositive,0.6,below,0.478333333
hsi3rkdv,stackedline,positive,1,stackedlinepositive,0.6,above,0.37625
hsi3rkdv,stackedline,positive,1,stackedlinepositive,0.3,above,0.56
hsi3rkdv,stackedline,positive,1,stackedlinepositive,0.3,below,0.525
hsyvju07,ordered_line,negative,-1,ordered_linenegative,0.4,below,0.293333333
hsyvju07,ordered_line,negative,-1,ordered_linenegative,0.7,below,0.191666667
hsyvju07,ordered_line,negative,-1,ordered_linenegative,0.4,above,0.136666667
hsyvju07,ordered_line,negative,-1,ordered_linenegative,0.7,above,0.135
hsywq8bq,ordered_line,negative,-1,ordered_linenegative,0.5,below,0.095
hsywq8bq,ordered_line,negative,-1,ordered_linenegative,0.5,above,0.095
hsywq8bq,ordered_line,negative,-1,ordered_linenegative,0.8,below,0.083333333
hsywq8bq,ordered_line,negative,-1,ordered_linenegative,0.8,above,0.042916667
hsj9zext,stackedarea,positive,1,stackedareapositive,0.7,above,0.2925
hsj9zext,stackedarea,positive,1,stackedareapositive,0.7,below,0.418333333
hsj9zext,stackedarea,positive,1,stackedareapositive,0.4,below,0.298333333
hsj9zext,stackedarea,positive,1,stackedareapositive,0.4,above,0.538333333
hsbypehh,stackedarea,negative,-1,stackedareanegative,0.6,above,0.372916667
hsbypehh,stackedarea,negative,-1,stackedareanegative,0.3,below,0.32
hsbypehh,stackedarea,negative,-1,stackedareanegative,0.6,below,0.416666667
hsbypehh,stackedarea,negative,-1,stackedareanegative,0.3,above,0.396666667
hs1wvznx,line,positive,1,linepositive,0.4,below,0.4
hs1wvznx,line,positive,1,linepositive,0.7,above,0.238333333
hs1wvznx,line,positive,1,linepositive,0.7,below,0.393333333
hs1wvznx,line,positive,1,linepositive,0.4,above,0.4
hsja8e3r,stackedarea,positive,1,stackedareapositive,0.4,below,0.481666667
hsja8e3r,stackedarea,positive,1,stackedareapositive,0.7,below,0.246666667
hsja8e3r,stackedarea,positive,1,stackedareapositive,0.7,above,0.290833333
hsja8e3r,stackedarea,positive,1,stackedareapositive,0.4,above,0.333333333
hrin9g34,scatterplot,positive,1,scatterplotpositive,0.3,above,0.163333333
hrin9g34,scatterplot,positive,1,scatterplotpositive,0.6,above,0.09
hrin9g34,scatterplot,positive,1,scatterplotpositive,0.6,below,0.071666667
hrin9g34,scatterplot,positive,1,scatterplotpositive,0.3,below,0.28
hsyxcjhl,ordered_line,negative,-1,ordered_linenegative,0.5,below,0.158333333
hsyxcjhl,ordered_line,negative,-1,ordered_linenegative,0.5,above,0.125
hsyxcjhl,ordered_line,negative,-1,ordered_linenegative,0.8,above,0.034583333
hsyxcjhl,ordered_line,negative,-1,ordered_linenegative,0.8,below,0.063333333
hsj2jwzs,stackedline,positive,1,stackedlinepositive,0.8,below,0.281666667
hsj2jwzs,stackedline,positive,1,stackedlinepositive,0.5,above,0.492083333
hsj2jwzs,stackedline,positive,1,stackedlinepositive,0.8,above,0.19
hsj2jwzs,stackedline,positive,1,stackedlinepositive,0.5,below,0.545
hs2m63a1,line,positive,1,linepositive,0.3,below,0.453333333
hs2m63a1,line,positive,1,linepositive,0.6,below,0.19
hs2m63a1,line,positive,1,linepositive,0.6,above,0.25
hs2m63a1,line,positive,1,linepositive,0.3,above,0.336666667
hsb4382p,scatterplot,positive,1,scatterplotpositive,0.5,above,0.071666667
hsb4382p,scatterplot,positive,1,scatterplotpositive,0.7,below,0.103333333
hsb4382p,scatterplot,positive,1,scatterplotpositive,0.7,above,0.085
hsb4382p,scatterplot,positive,1,scatterplotpositive,0.5,below,0.15
hsl19v73,donut,positive,1,donutpositive,0.8,below,0.44
hsl19v73,donut,positive,1,donutpositive,0.8,above,0.1875
hsl19v73,donut,positive,1,donutpositive,0.5,below,0.278333333
hsl19v73,donut,positive,1,donutpositive,0.5,above,0.396666667
hrjcrz2x,scatterplot,positive,1,scatterplotpositive,0.8,below,0.02625
hrjcrz2x,scatterplot,positive,1,scatterplotpositive,0.4,above,0.03
hrjcrz2x,scatterplot,positive,1,scatterplotpositive,0.8,above,0.037916667
hrjcrz2x,scatterplot,positive,1,scatterplotpositive,0.4,below,0.071666667
hskc92xr,radar,negative,-1,radarnegative,0.3,above,0.493333333
hskc92xr,radar,negative,-1,radarnegative,0.3,below,0.45
hskc92xr,radar,negative,-1,radarnegative,0.6,above,0.381666667
hskc92xr,radar,negative,-1,radarnegative,0.6,below,0.521666667
hsjh7kq1,radar,positive,1,radarpositive,0.7,above,0.181666667
hsjh7kq1,radar,positive,1,radarpositive,0.4,above,0.278333333
hsjh7kq1,radar,positive,1,radarpositive,0.4,below,0.273333333
hsjh7kq1,radar,positive,1,radarpositive,0.7,below,0.205
hsyp7uip,ordered_line,negative,-1,ordered_linenegative,0.6,below,0.295
hsyp7uip,ordered_line,negative,-1,ordered_linenegative,0.3,below,0.346666667
hsyp7uip,ordered_line,negative,-1,ordered_linenegative,0.6,above,0.319583333
hsyp7uip,ordered_line,negative,-1,ordered_linenegative,0.3,above,0.245
hsj6ubu3,stackedarea,positive,1,stackedareapositive,0.6,above,0.331666667
hsj6ubu3,stackedarea,positive,1,stackedareapositive,0.3,above,0.433333333
hsj6ubu3,stackedarea,positive,1,stackedareapositive,0.6,below,0.305
hsj6ubu3,stackedarea,positive,1,stackedareapositive,0.3,below,0.376666667
hsyt8pm2,ordered_line,negative,-1,ordered_linenegative,0.7,below,0.305
hsyt8pm2,ordered_line,negative,-1,ordered_linenegative,0.4,above,0.276666667
hsyt8pm2,ordered_line,negative,-1,ordered_linenegative,0.4,below,0.541666667
hsyt8pm2,ordered_line,negative,-1,ordered_linenegative,0.7,above,0.166666667
