participant,vis,rdirection,sign,visandsign,rbase,approach,jnd
hscd8z3e,line,negative,-1,linenegative,0.4,below,0.223333333
hscd8z3e,line,negative,-1,linenegative,0.7,below,0.22
hscd8z3e,line,negative,-1,linenegative,0.4,above,0.35
hsi6mk1k,stackedline,positive,1,stackedlinepositive,0.4,below,0.438333333
hsi6mk1k,stackedline,positive,1,stackedlinepositive,0.4,above,0.145
hsi6mk1k,stackedline,positive,1,stackedlinepositive,0.7,below,0.59
hsi6mk1k,stackedline,positive,1,stackedlinepositive,0.7,above,0.27625
hsb3zam6,scatterplot,positive,1,scatterplotpositive,0.5,below,0.035
hsb3zam6,scatterplot,positive,1,scatterplotpositive,0.7,below,0.038333333
hsb3zam6,scatterplot,positive,1,scatterplotpositive,0.5,above,0.053333333
hsb3zam6,scatterplot,positive,1,scatterplotpositive,0.7,above,0.0575
hsc448id,stackedarea,negative,-1,stackedareanegative,0.7,above,0.098333333
hsc448id,stackedarea,negative,-1,stackedareanegative,0.4,above,0.135
hsc448id,stackedarea,negative,-1,stackedareanegative,0.7,below,0.103333333
hsc448id,stackedarea,negative,-1,stackedareanegative,0.4,below,0.248333333
hs1x40ge,line,positive,1,linepositive,0.4,below,0.501666667
hs1x40ge,line,positive,1,linepositive,0.4,above,0.339583333
hs1x40ge,line,positive,1,linepositive,0.7,above,0.141666667
hs1x40ge,line,positive,1,linepositive,0.7,below,0.335
hsbyt3ft,stackedarea,negative,-1,stackedareanegative,0.6,below,0.145
hsbyt3ft,stackedarea,negative,-1,stackedareanegative,0.6,above,0.101666667
hsbyt3ft,stackedarea,negative,-1,stackedareanegative,0.3,above,0.113333333
hsbyt3ft,stackedarea,negative,-1,stackedareanegative,0.3,below,0.078333333
hsb7okt8,scatterplot,negative,-1,scatterplotnegative,0.5,above,0.058333333
hsb7okt8,scatterplot,negative,-1,scatterplotnegative,0.7,above,0.05
hsb7okt8,scatterplot,negative,-1,scatterplotnegative,0.5,below,0.083333333
hsb7okt8,scatterplot,negative,-1,scatterplotnegative,0.7,below,0.02
hskv9aj8,donut,positive,1,donutpositive,0.6,above,0.39125
hskv9aj8,donut,positive,1,donutpositive,0.3,above,0.458333333
hskv9aj8,donut,positive,1,donutpositive,0.3,below,0.543333333
hskv9aj8,donut,positive,1,donutpositive,0.6,below,0.461666667
hskeszt2,radar,negative,-1,radarnegative,0.7,above,0.285416667
hskeszt2,radar,negative,-1,radarnegative,0.4,below,0.626666667
hskeszt2,radar,negative,-1,radarnegative,0.4,above,0.460416667
hskeszt2,radar,negative,-1,radarnegative,0.7,below,0.405
hsytz8j2,ordered_line,negative,-1,ordered_linenegative,0.7,above,0.219583333
hsytz8j2,ordered_line,negative,-1,ordered_linenegative,0.7,below,0.12
hsytz8j2,ordered_line,negative,-1,ordered_linenegative,0.4,below,0.386666667
hsytz8j2,ordered_line,negative,-1,ordered_linenegative,0.4,above,0.062916667
hsc3y9f8,stackedarea,negative,-1,stackedareanegative,0.7,below,0.145
hsc3y9f8,stackedarea,negative,-1,stackedareanegative,0.4,below,0.158333333
hsc3y9f8,stackedarea,negative,-1,stackedareanegative,0.7,above,0.045
hsc3y9f8,stackedarea,negative,-1,stackedareanegative,0.4,above,0.198333333
hsj63b31,stackedarea,positive,1,stackedareapositive,0.3,above,0.543333333
hsj63b31,stackedarea,positive,1,stackedareapositive,0.3,below,0.328333333
hsj63b31,stackedarea,positive,1,stackedareapositive,0.6,above,0.38625
hsj63b31,stackedarea,positive,1,stackedareapositive,0.6,below,0.411666667
hrjcio39,scatterplot,positive,1,scatterplotpositive,0.8,below,0.02375
hrjcio39,scatterplot,positive,1,scatterplotpositive,0.8,above,0.041666667
hrjcio39,scatterplot,positive,1,scatterplotpositive,0.4,below,0.326666667
hrjcio39,scatterplot,positive,1,scatterplotpositive,0.4,above,0.095
hsi45scj,stackedline,positive,1,stackedlinepositive,0.3,below,0.345
hsi45scj,stackedline,positive,1,stackedlinepositive,0.3,above,0.326666667
hsi45scj,stackedline,positive,1,stackedlinepositive,0.6,above,0.361666667
hsi45scj,stackedline,positive,1,stackedlinepositive,0.6,below,0.458333333
hskjtj1k,radar,negative,-1,radarnegative,0.5,below,0.723333333
hskjtj1k,radar,negative,-1,radarnegative,0.5,above,0.473333333
hskjtj1k,radar,negative,-1,radarnegative,0.8,below,0.818333333
hskjtj1k,radar,negative,-1,radarnegative,0.8,above,0.19
hsjk9an0,radar,positive,1,radarpositive,0.5,below,0.316666667
hsjk9an0,radar,positive,1,radarpositive,0.5,above,0.281666667
hsjk9an0,radar,positive,1,radarpositive,0.8,above,0.083333333
hsjk9an0,radar,positive,1,radarpositive,0.8,below,0.206666667
hsktm8ek,donut,negative,-1,donutnegative,0.8,below,0.085
hsktm8ek,donut,negative,-1,donutnegative,0.5,below,0.15
hsktm8ek,donut,negative,-1,donutnegative,0.8,above,0.045833333
hsktm8ek,donut,negative,-1,donutnegative,0.5,above,0.105
hsb8859e,scatterplot,negative,-1,scatterplotnegative,0.7,below,0.051666667
hsb8859e,scatterplot,negative,-1,scatterplotnegative,0.5,below,0.526666667
hsb8859e,scatterplot,negative,-1,scatterplotnegative,0.5,above,0.125
hsb8859e,scatterplot,negative,-1,scatterplotnegative,0.7,above,0.04125
hsb4errm,scatterplot,positive,1,scatterplotpositive,0.7,above,0.071666667
hsb4errm,scatterplot,positive,1,scatterplotpositive,0.7,below,0.151666667
hsb4errm,scatterplot,positive,1,scatterplotpositive,0.5,above,0.153333333
hsb4errm,scatterplot,positive,1,scatterplotpositive,0.5,below,0.205
hskk4bd3,radar,negative,-1,radarnegative,0.8,below,0.288333333
hskk4bd3,radar,negative,-1,radarnegative,0.5,above,0.476666667
hskk4bd3,radar,negative,-1,radarnegative,0.8,above,0.190416667
hskk4bd3,radar,negative,-1,radarnegative,0.5,below,0.455
hrjcfbar,scatterplot,positive,1,scatterplotpositive,0.8,above,0.0325
hrjcfbar,scatterplot,positive,1,scatterplotpositive,0.8,below,0.035
hrjcfbar,scatterplot,positive,1,scatterplotpositive,0.4,below,0.105
hrjcfbar,scatterplot,positive,1,scatterplotpositive,0.4,above,0.055
hsc3t6p4,stackedarea,negative,-1,stackedareanegative,0.4,above,0.508333333
hsc3t6p4,stackedarea,negative,-1,stackedareanegative,0.7,below,0.178333333
hsc3t6p4,stackedarea,negative,-1,stackedareanegative,0.4,below,0.308333333
hsc3t6p4,stackedarea,negative,-1,stackedareanegative,0.7,above,0.106666667
hs2hxuh1,line,positive,1,linepositive,0.6,below,0.368333333
hs2hxuh1,line,positive,1,linepositive,0.3,above,0.338333333
hs2hxuh1,line,positive,1,linepositive,0.3,below,0.443333333
hs2hxuh1,line,positive,1,linepositive,0.6,above,0.28
hs2i0nel,line,positive,1,linepositive,0.3,below,0.128333333
hs2i0nel,line,positive,1,linepositive,0.6,below,0.305
hs2i0nel,line,positive,1,linepositive,0.6,above,0.27
hs2i0nel,line,positive,1,linepositive,0.3,above,0.283333333
hs6gllfc,stackedbar,negative,-1,stackedbarnegative,0.8,below,0.048333333
hs6gllfc,stackedbar,negative,-1,stackedbarnegative,0.5,above,0.085
hs6gllfc,stackedbar,negative,-1,stackedbarnegative,0.5,below,0.161666667
hs6gllfc,stackedbar,negative,-1,stackedbarnegative,0.8,above,0.07
hsb8wts6,scatterplot,negative,-1,scatterplotnegative,0.7,above,0.063333333
hsb8wts6,scatterplot,negative,-1,scatterplotnegative,0.5,above,0.04875
hsb8wts6,scatterplot,negative,-1,scatterplotnegative,0.7,below,0.051666667
hsb8wts6,scatterplot,negative,-1,scatterplotnegative,0.5,below,0.096666667
hsj1vyap,stackedline,positive,1,stackedlinepositive,0.5,below,0.353333333
hsj1vyap,stackedline,positive,1,stackedlinepositive,0.8,below,0.23
hsj1vyap,stackedline,positive,1,stackedlinepositive,0.8,above,0.180833333
hsj1vyap,stackedline,positive,1,stackedlinepositive,0.5,above,0.347083333
hrse9jod,parallelCoordinates,positive,1,parallelCoordinatespositive,0.4,above,0.166666667
hrse9jod,parallelCoordinates,positive,1,parallelCoordinatespositive,0.4,below,0.211666667
hrse9jod,parallelCoordinates,positive,1,parallelCoordinatespositive,0.7,above,0.136666667
hrse9jod,parallelCoordinates,positive,1,parallelCoordinatespositive,0.7,below,0.25
hsca1zo0,line,negative,-1,linenegative,0.3,below,0.238333333
hsca1zo0,line,negative,-1,linenegative,0.6,below,0.511666667
hsca1zo0,line,negative,-1,linenegative,0.3,above,0.565
hsca1zo0,line,negative,-1,linenegative,0.6,above,0.307916667
hrsk6dfe,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.7,below,0.043333333
hrsk6dfe,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.4,above,0.024166667
hrsk6dfe,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.4,below,0.121666667
hrsk6dfe,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.7,above,0.033333333
hs6h18mc,stackedbar,negative,-1,stackedbarnegative,0.5,below,0.14
hs6h18mc,stackedbar,negative,-1,stackedbarnegative,0.8,below,0.13
hs6h18mc,stackedbar,negative,-1,stackedbarnegative,0.5,above,0.146666667
hs6h18mc,stackedbar,negative,-1,stackedbarnegative,0.8,above,0.06
hs5f4elt,stackedbar,negative,-1,stackedbarnegative,0.6,below,0.108333333
hs5f4elt,stackedbar,negative,-1,stackedbarnegative,0.3,below,0.068333333
hs5f4elt,stackedbar,negative,-1,stackedbarnegative,0.6,above,0.093333333
hs5f4elt,stackedbar,negative,-1,stackedbarnegative,0.3,above,0.135
hs6lgrch,stackedbar,negative,-1,stackedbarnegative,0.5,above,0.436666667
hs6lgrch,stackedbar,negative,-1,stackedbarnegative,0.8,above,0.034583333
hs6lgrch,stackedbar,negative,-1,stackedbarnegative,0.5,below,0.265
hs6lgrch,stackedbar,negative,-1,stackedbarnegative,0.8,below,0.073333333
hsxt5qe2,ordered_line,positive,1,ordered_linepositive,0.3,above,0.113333333
hsxt5qe2,ordered_line,positive,1,ordered_linepositive,0.3,below,0.039166667
hsxt5qe2,ordered_line,positive,1,ordered_linepositive,0.6,above,0.121666667
hsxt5qe2,ordered_line,positive,1,ordered_linepositive,0.6,below,0.156666667
hsc6ngwi,stackedarea,negative,-1,stackedareanegative,0.8,below,0.321666667
hsc6ngwi,stackedarea,negative,-1,stackedareanegative,0.8,above,0.085
hsc6ngwi,stackedarea,negative,-1,stackedareanegative,0.5,above,0.086666667
hsc6ngwi,stackedarea,negative,-1,stackedareanegative,0.5,below,0.11
hs5habt6,stackedbar,negative,-1,stackedbarnegative,0.3,above,0.635416667
hs5habt6,stackedbar,negative,-1,stackedbarnegative,0.6,below,0.101666667
hs5habt6,stackedbar,negative,-1,stackedbarnegative,0.6,above,0.048333333
hs5habt6,stackedbar,negative,-1,stackedbarnegative,0.3,below,0.155
hs2mkuuj,line,positive,1,linepositive,0.6,above,0.126666667
hs2mkuuj,line,positive,1,linepositive,0.6,below,0.18
hs2mkuuj,line,positive,1,linepositive,0.3,below,0.363333333
hs2mkuuj,line,positive,1,linepositive,0.3,above,0.248333333
hrjuxxfr,scatterplot,negative,-1,scatterplotnegative,0.6,above,0.383333333
hrjuxxfr,scatterplot,negative,-1,scatterplotnegative,0.6,below,0.53125
hrjuxxfr,scatterplot,negative,-1,scatterplotnegative,0.3,below,0.28375
hrjuxxfr,scatterplot,negative,-1,scatterplotnegative,0.3,above,0.388333333
hsknhw7m,donut,negative,-1,donutnegative,0.3,below,0.395
hsknhw7m,donut,negative,-1,donutnegative,0.6,above,0.271666667
hsknhw7m,donut,negative,-1,donutnegative,0.6,below,0.248333333
hsknhw7m,donut,negative,-1,donutnegative,0.3,above,0.158333333
hs6h7is2,stackedbar,negative,-1,stackedbarnegative,0.5,above,0.115
hs6h7is2,stackedbar,negative,-1,stackedbarnegative,0.5,below,0.325
hs6h7is2,stackedbar,negative,-1,stackedbarnegative,0.8,below,0.073333333
hs6h7is2,stackedbar,negative,-1,stackedbarnegative,0.8,above,0.138333333
hsxv2x9p,ordered_line,positive,1,ordered_linepositive,0.7,below,0.047083333
hsxv2x9p,ordered_line,positive,1,ordered_linepositive,0.4,above,0.049583333
hsxv2x9p,ordered_line,positive,1,ordered_linepositive,0.4,below,0.095
hsxv2x9p,ordered_line,positive,1,ordered_linepositive,0.7,above,0.025416667
hsjc1au9,stackedarea,positive,1,stackedareapositive,0.5,above,0.482083333
hsjc1au9,stackedarea,positive,1,stackedareapositive,0.8,below,0.685
hsjc1au9,stackedarea,positive,1,stackedareapositive,0.8,above,0.188333333
hsjc1au9,stackedarea,positive,1,stackedareapositive,0.5,below,0.48
hsi4bar0,stackedline,positive,1,stackedlinepositive,0.3,below,0.406666667
hsi4bar0,stackedline,positive,1,stackedlinepositive,0.3,above,0.378333333
hsi4bar0,stackedline,positive,1,stackedlinepositive,0.6,above,0.283333333
hsi4bar0,stackedline,positive,1,stackedlinepositive,0.6,below,0.291666667
hsjhx7wm,radar,positive,1,radarpositive,0.7,above,0.27625
hsjhx7wm,radar,positive,1,radarpositive,0.4,below,0.465
hsjhx7wm,radar,positive,1,radarpositive,0.4,above,0.343333333
hsjhx7wm,radar,positive,1,radarpositive,0.7,below,0.485
hsktzm41,donut,negative,-1,donutnegative,0.5,below,0.173333333
hsktzm41,donut,negative,-1,donutnegative,0.5,above,0.146666667
hsktzm41,donut,negative,-1,donutnegative,0.8,above,0.076666667
hsktzm41,donut,negative,-1,donutnegative,0.8,below,0.061666667
hsk3bo05,radar,negative,-1,radarnegative,0.8,above,0.165
hsk3bo05,radar,negative,-1,radarnegative,0.8,below,0.571666667
hsk3bo05,radar,negative,-1,radarnegative,0.5,below,0.555
hsk3bo05,radar,negative,-1,radarnegative,0.5,above,0.435
hs7vk2q6,stackedline,negative,-1,stackedlinenegative,0.8,above,0.022916667
hs7vk2q6,stackedline,negative,-1,stackedlinenegative,0.5,above,0.05125
hs7vk2q6,stackedline,negative,-1,stackedlinenegative,0.8,below,0.037916667
hs7vk2q6,stackedline,negative,-1,stackedlinenegative,0.5,below,0.178333333
hsytdkuq,ordered_line,negative,-1,ordered_linenegative,0.4,above,0.155
hsytdkuq,ordered_line,negative,-1,ordered_linenegative,0.7,below,0.145
hsytdkuq,ordered_line,negative,-1,ordered_linenegative,0.4,below,0.138333333
hsytdkuq,ordered_line,negative,-1,ordered_linenegative,0.7,above,0.047083333
hsl18jlz,donut,positive,1,donutpositive,0.8,below,0.365
hsl18jlz,donut,positive,1,donutpositive,0.5,above,0.450416667
hsl18jlz,donut,positive,1,donutpositive,0.8,above,0.189166667
hsl18jlz,donut,positive,1,donutpositive,0.5,below,0.483333333
hrqje6i2,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.8,above,0.0325
hrqje6i2,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.8,below,0.023333333
hrqje6i2,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.5,below,0.11
hrqje6i2,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.5,above,0.055
hsc7yvy5,stackedarea,negative,-1,stackedareanegative,0.5,below,0.12
hsc7yvy5,stackedarea,negative,-1,stackedareanegative,0.5,above,0.121666667
hsc7yvy5,stackedarea,negative,-1,stackedareanegative,0.8,above,0.055416667
hsc7yvy5,stackedarea,negative,-1,stackedareanegative,0.8,below,0.065
hskqoqu1,donut,negative,-1,donutnegative,0.7,above,0.1
hskqoqu1,donut,negative,-1,donutnegative,0.7,below,0.073333333
hskqoqu1,donut,negative,-1,donutnegative,0.4,below,0.196666667
hskqoqu1,donut,negative,-1,donutnegative,0.4,above,0.083333333
hsxt396a,ordered_line,positive,1,ordered_linepositive,0.6,above,0.226666667
hsxt396a,ordered_line,positive,1,ordered_linepositive,0.6,below,0.323333333
hsxt396a,ordered_line,positive,1,ordered_linepositive,0.3,above,0.343333333
hsxt396a,ordered_line,positive,1,ordered_linepositive,0.3,below,0.276666667
hsj634a3,stackedarea,positive,1,stackedareapositive,0.3,above,0.415
hsj634a3,stackedarea,positive,1,stackedareapositive,0.3,below,0.611666667
hsj634a3,stackedarea,positive,1,stackedareapositive,0.6,above,0.296666667
hsj634a3,stackedarea,positive,1,stackedareapositive,0.6,below,0.566666667
hscf1zxq,line,negative,-1,linenegative,0.8,below,0.211666667
hscf1zxq,line,negative,-1,linenegative,0.8,above,0.176666667
hscf1zxq,line,negative,-1,linenegative,0.5,above,0.311666667
hscf1zxq,line,negative,-1,linenegative,0.5,below,0.26
hrqff7sf,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.6,above,0.051666667
hrqff7sf,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.3,below,0.075
hrqff7sf,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.3,above,0.078333333
hrqff7sf,parallelCoordinates,negative,-1,parallelCoordinatesnegative,0.6,below,0.083333333
hsi41g2v,stackedline,positive,1,stackedlinepositive,0.6,above,0.291666667
hsi41g2v,stackedline,positive,1,stackedlinepositive,0.3,below,0.306666667
hsi41g2v,stackedline,positive,1,stackedlinepositive,0.6,below,0.355
hsi41g2v,stackedline,positive,1,stackedlinepositive,0.3,above,0.248333333
hscffhia,line,negative,-1,linenegative,0.8,below,0.72
hscffhia,line,negative,-1,linenegative,0.8,above,0.192083333
hscffhia,line,negative,-1,linenegative,0.5,below,0.375
hscffhia,line,negative,-1,linenegative,0.5,above,0.45125
hrpgnqxw,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,below,0.4975
hrpgnqxw,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,above,0.106666667
hrpgnqxw,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,above,0.333333333
hrpgnqxw,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,below,0.198333333
hskcyofz,radar,negative,-1,radarnegative,0.3,above,0.5
hskcyofz,radar,negative,-1,radarnegative,0.6,above,0.389583333
hskcyofz,radar,negative,-1,radarnegative,0.6,below,0.421666667
hskcyofz,radar,negative,-1,radarnegative,0.3,below,0.385
hs1wm7ep,line,positive,1,linepositive,0.7,above,0.108333333
hs1wm7ep,line,positive,1,linepositive,0.4,below,0.386666667
hs1wm7ep,line,positive,1,linepositive,0.4,above,0.353333333
hs1wm7ep,line,positive,1,linepositive,0.7,below,0.128333333
hsj6q595,stackedarea,positive,1,stackedareapositive,0.3,below,0.341666667
hsj6q595,stackedarea,positive,1,stackedareapositive,0.6,above,0.225
hsj6q595,stackedarea,positive,1,stackedareapositive,0.3,above,0.303333333
hsj6q595,stackedarea,positive,1,stackedareapositive,0.6,below,0.411666667
hrpgrrfq,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,above,0.49625
hrpgrrfq,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,above,0.197083333
hrpgrrfq,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,below,0.795
hrpgrrfq,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,below,0.497083333
hsc9kpbb,line,negative,-1,linenegative,0.3,above,0.423333333
hsc9kpbb,line,negative,-1,linenegative,0.3,below,0.44
hsc9kpbb,line,negative,-1,linenegative,0.6,above,0.35875
hsc9kpbb,line,negative,-1,linenegative,0.6,below,0.316666667
hscf4ruu,line,negative,-1,linenegative,0.5,below,0.215
hscf4ruu,line,negative,-1,linenegative,0.8,below,0.175
hscf4ruu,line,negative,-1,linenegative,0.5,above,0.256666667
hscf4ruu,line,negative,-1,linenegative,0.8,above,0.141666667
hskdmb8b,radar,negative,-1,radarnegative,0.6,above,0.26
hskdmb8b,radar,negative,-1,radarnegative,0.6,below,0.281666667
hskdmb8b,radar,negative,-1,radarnegative,0.3,above,0.47
hskdmb8b,radar,negative,-1,radarnegative,0.3,below,0.53
hsktr8o8,donut,negative,-1,donutnegative,0.5,above,0.055
hsktr8o8,donut,negative,-1,donutnegative,0.8,below,0.056666667
hsktr8o8,donut,negative,-1,donutnegative,0.8,above,0.03625
hsktr8o8,donut,negative,-1,donutnegative,0.5,below,0.168333333
hsjaqybz,stackedarea,positive,1,stackedareapositive,0.7,below,0.433333333
hsjaqybz,stackedarea,positive,1,stackedareapositive,0.7,above,0.258333333
hsjaqybz,stackedarea,positive,1,stackedareapositive,0.4,below,0.398333333
hsjaqybz,stackedarea,positive,1,stackedareapositive,0.4,above,0.271666667
hs58ecit,stackedbar,positive,1,stackedbarpositive,0.5,above,0.386666667
hs58ecit,stackedbar,positive,1,stackedbarpositive,0.5,below,0.466666667
hs58ecit,stackedbar,positive,1,stackedbarpositive,0.8,above,0.18125
hs58ecit,stackedbar,positive,1,stackedbarpositive,0.8,below,0.188333333
hsjjzjn1,radar,positive,1,radarpositive,0.8,above,0.068333333
hsjjzjn1,radar,positive,1,radarpositive,0.8,below,0.1
hsjjzjn1,radar,positive,1,radarpositive,0.5,above,0.128333333
hsjjzjn1,radar,positive,1,radarpositive,0.5,below,0.283333333
hs58df5m,stackedbar,positive,1,stackedbarpositive,0.8,above,0.188333333
hs58df5m,stackedbar,positive,1,stackedbarpositive,0.5,above,0.484583333
hs58df5m,stackedbar,positive,1,stackedbarpositive,0.8,below,0.581666667
hs58df5m,stackedbar,positive,1,stackedbarpositive,0.5,below,0.363333333
hs1t7aox,line,positive,1,linepositive,0.8,below,0.241666667
hs1t7aox,line,positive,1,linepositive,0.5,above,0.393333333
hs1t7aox,line,positive,1,linepositive,0.8,above,0.138333333
hs1t7aox,line,positive,1,linepositive,0.5,below,0.146666667
hsjerw2u,radar,positive,1,radarpositive,0.3,above,0.305
hsjerw2u,radar,positive,1,radarpositive,0.6,below,0.263333333
hsjerw2u,radar,positive,1,radarpositive,0.3,below,0.383333333
hsjerw2u,radar,positive,1,radarpositive,0.6,above,0.178333333
hskj0srm,radar,negative,-1,radarnegative,0.4,below,0.703333333
hskj0srm,radar,negative,-1,radarnegative,0.7,below,0.113333333
hskj0srm,radar,negative,-1,radarnegative,0.7,above,0.282916667
hskj0srm,radar,negative,-1,radarnegative,0.4,above,0.550416667
hrpin3fx,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,below,0.125
hrpin3fx,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,below,0.168333333
hrpin3fx,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,above,0.156666667
hrpin3fx,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,above,0.056666667
hsjfd18q,radar,positive,1,radarpositive,0.6,above,0.105
hsjfd18q,radar,positive,1,radarpositive,0.3,below,0.188333333
hsjfd18q,radar,positive,1,radarpositive,0.6,below,0.195
hsjfd18q,radar,positive,1,radarpositive,0.3,above,0.303333333
hsky89bv,donut,positive,1,donutpositive,0.4,above,0.473333333
hsky89bv,donut,positive,1,donutpositive,0.4,below,0.653333333
hsky89bv,donut,positive,1,donutpositive,0.7,above,0.285833333
hsky89bv,donut,positive,1,donutpositive,0.7,below,0.451666667
hskc7clg,radar,negative,-1,radarnegative,0.6,below,0.116666667
hskc7clg,radar,negative,-1,radarnegative,0.3,below,0.635
hskc7clg,radar,negative,-1,radarnegative,0.6,above,0.323333333
hskc7clg,radar,negative,-1,radarnegative,0.3,above,0.5825
hsyu1vcn,ordered_line,negative,-1,ordered_linenegative,0.7,below,0.08
hsyu1vcn,ordered_line,negative,-1,ordered_linenegative,0.4,above,0.093333333
hsyu1vcn,ordered_line,negative,-1,ordered_linenegative,0.7,above,0.050416667
hsyu1vcn,ordered_line,negative,-1,ordered_linenegative,0.4,below,0.111666667
hs7ssv2f,stackedline,negative,-1,stackedlinenegative,0.4,above,0.52625
hs7ssv2f,stackedline,negative,-1,stackedlinenegative,0.7,below,0.331666667
hs7ssv2f,stackedline,negative,-1,stackedlinenegative,0.7,above,0.14
hs7ssv2f,stackedline,negative,-1,stackedlinenegative,0.4,below,0.248333333
hskxpjma,donut,positive,1,donutpositive,0.7,above,0.28375
hskxpjma,donut,positive,1,donutpositive,0.7,below,0.3
hskxpjma,donut,positive,1,donutpositive,0.4,above,0.316666667
hskxpjma,donut,positive,1,donutpositive,0.4,below,0.266666667
hskkbmbs,radar,negative,-1,radarnegative,0.5,below,0.621666667
hskkbmbs,radar,negative,-1,radarnegative,0.5,above,0.47625
hskkbmbs,radar,negative,-1,radarnegative,0.8,below,0.575
hskkbmbs,radar,negative,-1,radarnegative,0.8,above,0.1725
hsi48zl3,stackedline,positive,1,stackedlinepositive,0.6,above,0.203333333
hsi48zl3,stackedline,positive,1,stackedlinepositive,0.3,below,0.151666667
hsi48zl3,stackedline,positive,1,stackedlinepositive,0.3,above,0.288333333
hsi48zl3,stackedline,positive,1,stackedlinepositive,0.6,below,0.08
hsxydx93,ordered_line,positive,1,ordered_linepositive,0.5,below,0.128333333
hsxydx93,ordered_line,positive,1,ordered_linepositive,0.5,above,0.135
hsxydx93,ordered_line,positive,1,ordered_linepositive,0.8,below,0.096666667
hsxydx93,ordered_line,positive,1,ordered_linepositive,0.8,above,0.048333333
hsj9yjgm,stackedarea,positive,1,stackedareapositive,0.4,below,0.338333333
hsj9yjgm,stackedarea,positive,1,stackedareapositive,0.7,below,0.521666667
hsj9yjgm,stackedarea,positive,1,stackedareapositive,0.7,above,0.243333333
hsj9yjgm,stackedarea,positive,1,stackedareapositive,0.4,above,0.376666667
hsky1skl,donut,positive,1,donutpositive,0.4,above,0.5175
hsky1skl,donut,positive,1,donutpositive,0.7,below,0.463333333
hsky1skl,donut,positive,1,donutpositive,0.4,below,0.443333333
hsky1skl,donut,positive,1,donutpositive,0.7,above,0.292916667
hs1stxwi,line,positive,1,linepositive,0.8,below,0.076666667
hs1stxwi,line,positive,1,linepositive,0.8,above,0.063333333
hs1stxwi,line,positive,1,linepositive,0.5,below,0.22
hs1stxwi,line,positive,1,linepositive,0.5,above,0.253333333
hsc06egb,stackedarea,negative,-1,stackedareanegative,0.6,below,0.136666667
hsc06egb,stackedarea,negative,-1,stackedareanegative,0.3,above,0.093333333
hsc06egb,stackedarea,negative,-1,stackedareanegative,0.6,above,0.115
hsc06egb,stackedarea,negative,-1,stackedareanegative,0.3,below,0.035833333
hrpgq4bx,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,below,0.051666667
hrpgq4bx,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,above,0.143333333
hrpgq4bx,parallelCoordinates,positive,1,parallelCoordinatespositive,0.8,above,0.026666667
hrpgq4bx,parallelCoordinates,positive,1,parallelCoordinatespositive,0.5,below,0.273333333
hrp9ni29,parallelCoordinates,positive,1,parallelCoordinatespositive,0.3,below,0.245
hrp9ni29,parallelCoordinates,positive,1,parallelCoordinatespositive,0.3,above,0.341666667
hrp9ni29,parallelCoordinates,positive,1,parallelCoordinatespositive,0.6,above,0.093333333
hrp9ni29,parallelCoordinates,positive,1,parallelCoordinatespositive,0.6,below,0.478333333
hsjb2w8r,stackedarea,positive,1,stackedareapositive,0.7,below,0.323333333
hsjb2w8r,stackedarea,positive,1,stackedareapositive,0.7,above,0.277083333
hsjb2w8r,stackedarea,positive,1,stackedareapositive,0.4,below,0.641666667
hsjb2w8r,stackedarea,positive,1,stackedareapositive,0.4,above,0.443333333
hskdn7zk,radar,negative,-1,radarnegative,0.3,above,0.5875
hskdn7zk,radar,negative,-1,radarnegative,0.3,below,0.511666667
hskdn7zk,radar,negative,-1,radarnegative,0.6,above,0.302083333
hskdn7zk,radar,negative,-1,radarnegative,0.6,below,0.306666667
hrjchwpr,scatterplot,positive,1,scatterplotpositive,0.4,below,0.06
hrjchwpr,scatterplot,positive,1,scatterplotpositive,0.8,below,0.063333333
hrjchwpr,scatterplot,positive,1,scatterplotpositive,0.8,above,0.031666667
hrjchwpr,scatterplot,positive,1,scatterplotpositive,0.4,above,0.05
hsktqi0k,donut,negative,-1,donutnegative,0.5,above,0.183333333
